data.subscription_type,data.username,data.name,data.description,data.profile_banner_url,data.most_recent_tweet_id,data.receives_your_dm,data.verified,data.pinned_tweet_id,data.verified_type,data.profile_image_url,data.url,data.protected,data.id,data.created_at,data.entities.url.urls,data.entities.description.urls,data.public_metrics.followers_count,data.public_metrics.following_count,data.public_metrics.tweet_count,data.public_metrics.listed_count,data.public_metrics.like_count,data.location,data.entities.description.mentions,data.entities.description.hashtags
None,OneJaredNewman,Jared Newman,Tech journo. Find me here if this thing crashes and burns: https://t.co/tZ5Z9pPBXN,https://pbs.twimg.com/profile_banners/24724740/1634324493,1834332160364351757,False,False,1834332160364351757,none,https://pbs.twimg.com/profile_images/981252833495334912/qkUvinPv_normal.jpg,https://t.co/r20qOMnjgt,False,24724740,2009-03-16T16:57:30.000Z,"[{'start': 0, 'end': 23, 'url': 'https://t.co/r20qOMnjgt', 'expanded_url': 'https://jarednewman.com/newsletters', 'display_url': 'jarednewman.com/newsletters'}]","[{'start': 59, 'end': 82, 'url': 'https://t.co/tZ5Z9pPBXN', 'expanded_url': 'https://writing.exchange/@newmy', 'display_url': 'writing.exchange/@newmy'}]",7426,678,30429,382,2836,Cincinnati,,
None,cliophate,Kevin Wammer | cliophate,Founder & Editor-in-Chief @ https://t.co/Fy7UpfF1FU. Spends too much time in rabbit holes.,https://pbs.twimg.com/profile_banners/18273728/1693258090,1844736781758996821,False,False,1716084034302882268,none,https://pbs.twimg.com/profile_images/1827085076271599616/kAb9ORKo_normal.jpg,https://t.co/gUYShsgPo2,False,18273728,2008-12-20T22:12:34.000Z,"[{'start': 0, 'end': 23, 'url': 'https://t.co/gUYShsgPo2', 'expanded_url': 'https://cliophate.wtf', 'display_url': 'cliophate.wtf'}]","[{'start': 28, 'end': 51, 'url': 'https://t.co/Fy7UpfF1FU', 'expanded_url': 'http://overkill.wtf', 'display_url': 'overkill.wtf'}]",835,268,3087,32,3200,Luxembourg,,
None,SChesnel,S.Chesnel,"Journaliste. Social, éco, éduc, ESR, etc. Membre de @assoajis + @ajeduc + @pigist + IHEPS. Mes tweets s’effacent et sont, parfois, ironiques",https://pbs.twimg.com/profile_banners/54856170/1724480496,1844856757044048018,False,False,,none,https://pbs.twimg.com/profile_images/1735621016603205632/ph3xmodu_normal.jpg,,False,54856170,2009-07-08T10:17:45.000Z,,,15172,3850,3918,457,57253,,"[{'start': 52, 'end': 61, 'username': 'assoajis'}, {'start': 64, 'end': 71, 'username': 'ajeduc'}, {'start': 74, 'end': 81, 'username': 'pigist'}]",
None,fmoser0,Friedrich Moser,"Documentary Filmmaker

Mastodon: @friedrichmoser@mastodon.social",,1835258126422909105,False,False,,none,https://pbs.twimg.com/profile_images/1577664895717441536/6rk177YN_normal.jpg,https://t.co/U4HcOECjdZ,False,1577664713663602690,2022-10-05T14:19:57.000Z,"[{'start': 0, 'end': 23, 'url': 'https://t.co/U4HcOECjdZ', 'expanded_url': 'http://www.blueandgreen.info', 'display_url': 'blueandgreen.info'}]",,136,286,134,0,656,"Vienna, Austria",,
None,mart1oeil,Martin Clavey,"Journaliste sci @nextinpact / ex @owni 📮martin.clavey@soundofscience.fr (PGP ⏬) · Bureau @_ajspi · 🐘 https://t.co/8DBs4ALegC

Signal : @mart1oeil.06",https://pbs.twimg.com/profile_banners/122451753/1542383542,1844802569824322041,False,False,1630615752200912896,none,https://pbs.twimg.com/profile_images/1259853838766538753/o-vVY45F_normal.jpg,https://t.co/Lbh0ryCjvN,False,122451753,2010-03-12T19:17:47.000Z,"[{'start': 0, 'end': 23, 'url': 'https://t.co/Lbh0ryCjvN', 'expanded_url': 'https://keys.openpgp.org/vks/v1/by-fingerprint/4496F92D079330CCD74797C618231B0B449CC9D2', 'display_url': 'keys.openpgp.org/vks/v1/by-fing…'}]","[{'start': 101, 'end': 124, 'url': 'https://t.co/8DBs4ALegC', 'expanded_url': 'https://piaille.fr/@mart1oeil', 'display_url': 'piaille.fr/@mart1oeil'}]",9004,3657,101606,298,72847,,"[{'start': 16, 'end': 27, 'username': 'nextinpact'}, {'start': 33, 'end': 38, 'username': 'owni'}, {'start': 89, 'end': 96, 'username': '_ajspi'}, {'start': 135, 'end': 145, 'username': 'mart1oeil'}]",
None,Aliide_N,Aliide,"Journalist, author @BloomsburyBooks. Words @Gizmodo, @thetimes, @RFERL etc
Mastodon: https://t.co/fTfAMLBa3O
Views own. RT/like≠endorsement",https://pbs.twimg.com/profile_banners/770899970/1696850470,1844813818670760315,False,False,1220348845185556482,none,https://pbs.twimg.com/profile_images/1819657311566102528/Cl2aQiNn_normal.jpg,https://t.co/9y3H8hVjoA,False,770899970,2012-08-21T05:39:39.000Z,"[{'start': 0, 'end': 23, 'url': 'https://t.co/9y3H8hVjoA', 'expanded_url': 'https://www.aliidenaylor.com/biography-contact', 'display_url': 'aliidenaylor.com/biography-cont…'}]","[{'start': 85, 'end': 108, 'url': 'https://t.co/fTfAMLBa3O', 'expanded_url': 'http://mstdn.social/@aliide', 'display_url': 'mstdn.social/@aliide'}]",1682,2500,3721,56,5879,水,"[{'start': 19, 'end': 35, 'username': 'BloomsburyBooks'}, {'start': 43, 'end': 51, 'username': 'Gizmodo'}, {'start': 53, 'end': 62, 'username': 'thetimes'}, {'start': 64, 'end': 70, 'username': 'RFERL'}]",
None,rachaelphillips,Rachael Penn,Freelance lifestyle and tech journalist/writer based in South Wales.,https://pbs.twimg.com/profile_banners/6615072/1616660203,1844858553829589334,False,False,,none,https://pbs.twimg.com/profile_images/1840457514845937664/_5vfmAK5_normal.jpg,https://t.co/VANOaWepVy,False,6615072,2007-06-06T09:46:05.000Z,"[{'start': 0, 'end': 23, 'url': 'https://t.co/VANOaWepVy', 'expanded_url': 'http://rachaelpenn.com', 'display_url': 'rachaelpenn.com'}]",,5704,2580,70611,226,5444,"Newport, Wales",,
None,GretchenAMcC,Gretchen McCulloch @gretchenmcc.bsky.social,"Internet Linguist. NYT bestselling author of BECAUSE INTERNET. Cohost @lingthusiasm, a podcast that's enthusiastic about linguistics. she/her 🌈",https://pbs.twimg.com/profile_banners/920491754/1595274705,1841732811624972725,False,False,1736849015881293897,none,https://pbs.twimg.com/profile_images/1433609827260014598/Z03QE9EY_normal.jpg,https://t.co/M7vRPQ4Xt5,False,920491754,2012-11-02T06:37:16.000Z,"[{'start': 0, 'end': 23, 'url': 'https://t.co/M7vRPQ4Xt5', 'expanded_url': 'http://gretchenmcculloch.com', 'display_url': 'gretchenmcculloch.com'}]",,45446,1825,46648,764,49795,"Montreal, Quebec","[{'start': 70, 'end': 83, 'username': 'lingthusiasm'}]",
None,IvoVegter,Ivo Vegter,"Columnist at The Daily Friend.
Advocate for classical liberalism, non-racialism, science and reason.
No time for bigotry. Look up Brandolini's Law.",https://pbs.twimg.com/profile_banners/11345012/1559310387,1844781999061426239,False,False,1844597471290241369,none,https://pbs.twimg.com/profile_images/1743718620490760193/Rmfgawhz_normal.jpg,https://t.co/XSNxXa0lWs,False,11345012,2007-12-19T18:50:48.000Z,"[{'start': 0, 'end': 23, 'url': 'https://t.co/XSNxXa0lWs', 'expanded_url': 'http://dailyfriend.co.za/author/ivo/', 'display_url': 'dailyfriend.co.za/author/ivo/'}]",,24754,2837,86241,359,0,"Knysna, South Africa",,
None,claireconner_,Claire Conner,Northwestern @medillschool ’27 | @WNURSports & @thedailynu | host of @WNURSportsVoice,https://pbs.twimg.com/profile_banners/1135036873917603840/1699917619,1844831710774513693,False,False,,none,https://pbs.twimg.com/profile_images/1787305585618104320/qlo6-iA9_normal.jpg,,False,1135036873917603840,2019-06-02T04:14:13.000Z,,,302,693,212,0,4417,"Los Angeles, CA","[{'start': 13, 'end': 26, 'username': 'medillschool'}, {'start': 33, 'end': 44, 'username': 'WNURSports'}, {'start': 47, 'end': 58, 'username': 'thedailynu'}, {'start': 69, 'end': 85, 'username': 'WNURSportsVoice'}]",
None,kevinshakir,Kevin Shakir,Investigative journalist @DRNyheder - Danish Broadcasting Corporation. kevh@dr.dk / kevin.shakir@protonmail.com. Signal: SHAKIR.01 Threema: JP5HRW5,https://pbs.twimg.com/profile_banners/92284532/1641358191,1778457926622965786,False,False,1655447193636012035,none,https://pbs.twimg.com/profile_images/1465382066908979201/xwbQ41Op_normal.jpg,https://t.co/3Y6DDMg6uI,False,92284532,2009-11-24T14:30:16.000Z,"[{'start': 0, 'end': 23, 'url': 'https://t.co/3Y6DDMg6uI', 'expanded_url': 'http://dr.dk', 'display_url': 'dr.dk'}]",,4812,2139,2728,43,11132,"Copenhagen, Denmark","[{'start': 25, 'end': 35, 'username': 'DRNyheder'}]",
None,ProducerTory,Tory Wegerski,Investigative journalist & news producer in Pittsburgh. I write stuff for the TV machine. Send me stories. Before: CIN/BUF/LEX/NYC. 🏳️‍🌈 #WeMakeKDKA #Union,https://pbs.twimg.com/profile_banners/1664313516/1660887215,1844730317183004763,False,False,1833521802859188369,none,https://pbs.twimg.com/profile_images/1814717239041343488/FsNbhhOj_normal.jpg,,False,1664313516,2013-08-12T06:38:43.000Z,,,1367,987,12646,33,167241,"Pittsburgh, PA",,"[{'start': 137, 'end': 148, 'tag': 'WeMakeKDKA'}, {'start': 149, 'end': 155, 'tag': 'Union'}]"
None,tcarmody,Tim Carmody,I write @deeplearningai. Formerly @amazonchron & frequent guest host at @kottke. Alum @wired @verge @snarkmarket. Everything changes; don’t be afraid,https://pbs.twimg.com/profile_banners/14439168/1628446690,1842774501655802256,False,False,651181060558974976,none,https://pbs.twimg.com/profile_images/1609449892119777284/knpMqNKd_normal.jpg,https://t.co/i0Wr5YBand,False,14439168,2008-04-19T00:34:49.000Z,"[{'start': 0, 'end': 23, 'url': 'https://t.co/i0Wr5YBand', 'expanded_url': 'https://tim-carmody.glitch.me/', 'display_url': 'tim-carmody.glitch.me'}]",,21101,2382,4967,1249,138321,"Philadelphia, w/@karenmcgrane","[{'start': 8, 'end': 23, 'username': 'deeplearningai'}, {'start': 34, 'end': 46, 'username': 'amazonchron'}, {'start': 72, 'end': 79, 'username': 'kottke'}, {'start': 86, 'end': 92, 'username': 'wired'}, {'start': 93, 'end': 99, 'username': 'verge'}, {'start': 100, 'end': 112, 'username': 'snarkmarket'}]",
None,BlogsofWar,Blogs of War,"Tracking disinformation, intelligence, diplomacy, tech, extremism. Host of the Covert Contact podcast. I work at the intersection of AI and intel",https://pbs.twimg.com/profile_banners/14401607/1717485679,1833909560106721594,False,False,1730957798262104185,none,https://pbs.twimg.com/profile_images/1728997578019401728/JG4ig-ft_normal.jpg,https://t.co/omvBWSWyhh,True,14401607,2008-04-15T21:56:19.000Z,"[{'start': 0, 'end': 23, 'url': 'https://t.co/omvBWSWyhh', 'expanded_url': 'https://blogsofwar.com', 'display_url': 'blogsofwar.com'}]",,61019,1163,170,3062,8851,,,
None,MichaelAldenFL,Michael Alden,Glass house 🏠 White Ferrari 🚔 Live for New Year’s Eve 🍾 Sloppy steaks at Truffoni's 🥩,https://pbs.twimg.com/profile_banners/1299074590073905152/1715989846,1844112312581410961,False,False,,none,https://pbs.twimg.com/profile_images/1766680557461680129/ouF07XBE_normal.jpg,,False,1299074590073905152,2020-08-27T20:01:48.000Z,,,187,514,536,0,466,"St Pete Beach, FL",,
None,botperrier,Benoît Perrier,"Journaliste musique à la @radiotelesuisse. Je produis l'Echo des pavanes (#RTSPavanes), samedi 10h sur #RTSEspace2. botperrier@mamot.fr @botperrier.bsky.social",https://pbs.twimg.com/profile_banners/40731687/1589789876,1818371834925994197,False,False,1795503542444122489,none,https://pbs.twimg.com/profile_images/1722026438453284864/n2IyEEfJ_normal.jpg,https://t.co/HhJr2MSCqI,False,40731687,2009-05-17T20:37:22.000Z,"[{'start': 0, 'end': 23, 'url': 'https://t.co/HhJr2MSCqI', 'expanded_url': 'https://rts.ch/echo', 'display_url': 'rts.ch/echo'}]",,1954,677,30250,143,56461,"Av. du Temple, Lausanne","[{'start': 25, 'end': 41, 'username': 'radiotelesuisse'}, {'start': 136, 'end': 147, 'username': 'botperrier'}]","[{'start': 74, 'end': 85, 'tag': 'RTSPavanes'}, {'start': 103, 'end': 114, 'tag': 'RTSEspace2'}]"
None,MattPotter,Matt Potter / mattpotteruk.bsky.social,"Journo/broadcaster/author/TV/magpie/showpony @WashingtonPost @Time @BBC @absw. Books WE ARE ALL TARGETS, OUTLAWS INC. J-School w/ @CaitlinKellyNYC. He/Him.",https://pbs.twimg.com/profile_banners/17775728/1668774353,1844827147762086202,False,False,1646126849909485569,none,https://pbs.twimg.com/profile_images/1797581704804134912/L0wwnccu_normal.jpg,https://t.co/6Jj5DCfnOg,False,17775728,2008-12-01T09:50:05.000Z,"[{'start': 0, 'end': 23, 'url': 'https://t.co/6Jj5DCfnOg', 'expanded_url': 'https://www.amazon.com/We-Are-All-Targets-Unleashed/dp/0306925737', 'display_url': 'amazon.com/We-Are-All-Tar…'}]",,5424,1975,58028,110,63172,"London, England","[{'start': 45, 'end': 60, 'username': 'WashingtonPost'}, {'start': 61, 'end': 66, 'username': 'Time'}, {'start': 67, 'end': 71, 'username': 'BBC'}, {'start': 72, 'end': 77, 'username': 'absw'}, {'start': 130, 'end': 146, 'username': 'CaitlinKellyNYC'}]",
None,amyfallon,amyfallon,Aussie journo & media consultant. Human rights masters. Runner. Kindness also pls. No DMs unless you know me or re work https://t.co/KJgFYgekSg 🇦🇺🇨🇦 🇬🇧,https://pbs.twimg.com/profile_banners/18526468/1712846053,1842968737668026561,False,False,1034684316653998081,none,https://pbs.twimg.com/profile_images/1832046847835201536/pzHHRsTa_normal.jpg,https://t.co/gw59yketmF,False,18526468,2009-01-01T10:13:00.000Z,"[{'start': 0, 'end': 23, 'url': 'https://t.co/gw59yketmF', 'expanded_url': 'https://amyfallon.substack.com/', 'display_url': 'amyfallon.substack.com'}]","[{'start': 120, 'end': 143, 'url': 'https://t.co/KJgFYgekSg', 'expanded_url': 'http://www.amyfallon.com', 'display_url': 'amyfallon.com'}]",12786,7401,60781,0,41724,,,
None,haikuhijinks,Andrew Roman has… Created HaikuHijinks…For inanity,"I write newsletters, ... Improve social media ... And wrangle websites. //
These tweets, however, ... Are entirely my own. ... View at *your* own risk.",https://pbs.twimg.com/profile_banners/15411800/1653675093,1840779018632679772,False,False,1593732718025756673,none,https://pbs.twimg.com/profile_images/1319806816/Picture_4_normal.png,,False,15411800,2008-07-13T04:30:24.000Z,,,1010,1175,16672,58,639,"Raleigh, NC",,
None,jonaharagon,Jonah Aragon,"I founded @privacy_guides, I'm building @triplebitnet, I'm passionate about digital rights, and I’d rather you find me on Mastodon :)",https://pbs.twimg.com/profile_banners/1160994179914305537/1701891266,1839848141794726019,False,False,1815525881907228844,none,https://pbs.twimg.com/profile_images/1594485407583969281/BHNcN2kX_normal.jpg,https://t.co/rK485qAfJ3,False,1160994179914305537,2019-08-12T19:19:17.000Z,"[{'start': 0, 'end': 23, 'url': 'https://t.co/rK485qAfJ3', 'expanded_url': 'https://www.jonaharagon.com', 'display_url': 'jonaharagon.com'}]",,600,198,1048,17,310,Minnesota,"[{'start': 10, 'end': 25, 'username': 'privacy_guides'}, {'start': 40, 'end': 53, 'username': 'triplebitnet'}]",
None,kixes,Kirsten Han,"🇸🇬 Journalist, writer and activist. Champion of clauses. Author of The Singapore I Recognise: Essays on home, community and hope (Ethos Books, 2023)",https://pbs.twimg.com/profile_banners/27182288/1695401773,1844317000149107117,False,False,,none,https://pbs.twimg.com/profile_images/1789621828375453696/jxaDRRt__normal.jpg,https://t.co/yMUkovHq3J,False,27182288,2009-03-28T04:55:46.000Z,"[{'start': 0, 'end': 23, 'url': 'https://t.co/yMUkovHq3J', 'expanded_url': 'https://kirstenhan.com', 'display_url': 'kirstenhan.com'}]",,31042,1030,100044,430,13423,Singapore,,
None,violetblue,Violet Blue®,"@Engadget @PopSci @WithoutConsent, six @ippyawards. Legacy.

https://t.co/VYrly0QZVu

https://t.co/P4fvfXyXgO

Shaped like the hole in your heart.",https://pbs.twimg.com/profile_banners/5062341/1678516116,1844613632413532609,False,False,1641652653150339074,none,https://pbs.twimg.com/profile_images/1610565720760553472/3LKGZQ4f_normal.jpg,https://t.co/fXOf5ndXIe,False,5062341,2007-04-18T02:09:28.000Z,"[{'start': 0, 'end': 23, 'url': 'https://t.co/fXOf5ndXIe', 'expanded_url': 'https://www.amazon.com/dp/B0BQ5FG59C', 'display_url': 'amazon.com/dp/B0BQ5FG59C'}]","[{'start': 61, 'end': 84, 'url': 'https://t.co/VYrly0QZVu', 'expanded_url': 'http://linktr.ee/viblue', 'display_url': 'linktr.ee/viblue'}, {'start': 86, 'end': 109, 'url': 'https://t.co/P4fvfXyXgO', 'expanded_url': 'http://about.me/violetblue', 'display_url': 'about.me/violetblue'}]",72919,209,70072,2279,62208,patreon.com/violetblue,"[{'start': 0, 'end': 9, 'username': 'Engadget'}, {'start': 10, 'end': 17, 'username': 'PopSci'}, {'start': 18, 'end': 33, 'username': 'WithoutConsent'}, {'start': 39, 'end': 50, 'username': 'ippyawards'}]",
None,DanielleSATM,Danielle Solzman 🎥🎬🎥✡️,"Transgender. Solzy at the Movies, Dugout Dirt, Freelance. @CriticsChoice @DorianAwards @AWFJ @ofcs @theOAFFC, OFTA, @IBWAA. #GirlsLikeUs #BBN #StLCards",https://pbs.twimg.com/profile_banners/45421531/1495167898,1843349780849930687,False,False,1765755582181482853,none,https://pbs.twimg.com/profile_images/1685063722572611585/yhOO4Knf_normal.jpg,https://t.co/CXMQrzNBBH,True,45421531,2009-06-07T20:55:37.000Z,"[{'start': 0, 'end': 23, 'url': 'https://t.co/CXMQrzNBBH', 'expanded_url': 'http://www.solzyatthemovies.com', 'display_url': 'solzyatthemovies.com'}]",,5777,6661,206695,174,93120,"Chicago, IL","[{'start': 58, 'end': 72, 'username': 'CriticsChoice'}, {'start': 73, 'end': 86, 'username': 'DorianAwards'}, {'start': 87, 'end': 92, 'username': 'AWFJ'}, {'start': 93, 'end': 98, 'username': 'ofcs'}, {'start': 99, 'end': 108, 'username': 'theOAFFC'}, {'start': 116, 'end': 122, 'username': 'IBWAA'}]","[{'start': 124, 'end': 136, 'tag': 'GirlsLikeUs'}, {'start': 137, 'end': 141, 'tag': 'BBN'}, {'start': 142, 'end': 151, 'tag': 'StLCards'}]"
None,vanessafranko,Vanessa Franko,"Now: Assistant Editor of Audience, @latimesent Then: Editing Ent/Features at SCNG (@ocregister, P-E, +9). ❤️: Plants, music, Ravens, Baltimore. BU alum. She/her",https://pbs.twimg.com/profile_banners/27979860/1401431291,1844854605844480101,False,False,1716846900983570742,none,https://pbs.twimg.com/profile_images/2310595762/uk1a5ofaoq0gw322mxd0_normal.jpeg,https://t.co/1UBNuJeEyc,False,27979860,2009-03-31T22:24:19.000Z,"[{'start': 0, 'end': 23, 'url': 'https://t.co/1UBNuJeEyc', 'expanded_url': 'https://www.linkedin.com/in/vfranko/', 'display_url': 'linkedin.com/in/vfranko/'}]",,4819,2144,67383,147,69094,"Riverside, CA","[{'start': 35, 'end': 46, 'username': 'latimesent'}, {'start': 83, 'end': 94, 'username': 'ocregister'}]",
None,JeongPark52,Jeong Park 박종찬,"Morning metro editor @seattletimes.  jpark@seattletimes.com. Ex. @latimes, @sacbee_news, @OCRegister, @jconline, @DailyBruin; IG: jeongparkwriter",https://pbs.twimg.com/profile_banners/2161601605/1710203882,1844864792835813599,False,False,,none,https://pbs.twimg.com/profile_images/1780081553496010752/Hln2whw7_normal.jpg,https://t.co/DPknK5Fxfp,False,2161601605,2013-10-28T21:01:33.000Z,"[{'start': 0, 'end': 23, 'url': 'https://t.co/DPknK5Fxfp', 'expanded_url': 'https://www.jeongparkwriter.com/', 'display_url': 'jeongparkwriter.com'}]",,14769,2135,4399,246,3871,United States,"[{'start': 21, 'end': 34, 'username': 'seattletimes'}, {'start': 65, 'end': 73, 'username': 'latimes'}, {'start': 75, 'end': 87, 'username': 'sacbee_news'}, {'start': 89, 'end': 100, 'username': 'OCRegister'}, {'start': 102, 'end': 111, 'username': 'jconline'}, {'start': 113, 'end': 124, 'username': 'DailyBruin'}]",
None,mkarolian,@mkarolian on Threads,"VP of Platforms, Research & Development at Boston Globe Media (@BostonGlobe, @BostonDotCom, @STATNews, @BostonBSide). 2017 Nieman Fellow at @Harvard.",https://pbs.twimg.com/profile_banners/14098166/1664045744,1844768669097710071,False,True,1762143551326949722,blue,https://pbs.twimg.com/profile_images/1824308903594647552/VGbRSOST_normal.jpg,https://t.co/AwdThAqptP,False,14098166,2008-03-08T00:32:24.000Z,"[{'start': 0, 'end': 23, 'url': 'https://t.co/AwdThAqptP', 'expanded_url': 'http://karolian.com', 'display_url': 'karolian.com'}]",,10780,4120,185,399,21982,New England,"[{'start': 63, 'end': 75, 'username': 'BostonGlobe'}, {'start': 77, 'end': 90, 'username': 'BostonDotCom'}, {'start': 92, 'end': 101, 'username': 'STATNews'}, {'start': 103, 'end': 115, 'username': 'BostonBSide'}, {'start': 140, 'end': 148, 'username': 'Harvard'}]",
